"Num_Acc";"catr";"voie";"v1";"v2";"circ";"nbv";"vosp";"prof";"pr";"pr1";"plan";"lartpc";"larrout";"surf";"infra";"situ";"vma"
"202100004507";"4";"LAFAYETTE                           (CO)";"0";"N/A";"2";"3";"3";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"5";"50"
"202100004508";"4";"VIENNE (DE)                         (RO)";"0";"N/A";"2";"2";"3";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004509";"4";"GRAND CARAIBES (RUE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"2";"0";"4";"50"
"202100004510";"3";"13";"0";"N/A";"1";"0";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"8";"30"
"202100004511";"3";"48";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"5";"1";"60"
"202100004512";"7";"GENERAL DE GAULLE                   (AV)";"0";"N/A";"2";"2";"3";"1";"1";"500";"1";"";" -1";"2";"5";"8";"50"
"202100004513";"4";"EGLISE (RUE DE L')";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100004514";"4";"RUE EUGENE DELACROIX";"0";"N/A";"2";"2";"0";"1";"0";"100";"1";"";" -1";"2";"0";"1";"50"
"202100004515";"3";"N/A";"0";"N/A";"3";"2";"0";"2";"3";"780";"2";"";" -1";"2";"5";"1";"70"
"202100004516";"3";"LAGNY  (RUE DE  )";"0";"N/A";"1";"2";"0";"1";"5";"193";"2";"";" -1";"2";"0";"1";"50"
"202100004517";"3";"REPUBLIQUE (RUE DE LA)";"0";"N/A";"2";"2";"0";"2";"1";"0";"1";"";" -1";"2";"9";"1";"50"
"202100004518";"3";"VAUX (ROUTE DE)";"0";"N/A";"2";"2";"0";"1";"16";"108";"1";"";" -1";"2";"0";"1";"50"
"202100004519";"7";"MARQUETTE RUE DE";"0";"N/A";"3";"2";"0";"2";"(1)";"(1)";"3";"";" -1";"2";"1";"1";"50"
"202100004520";"4";"PRESIDENT POINCARE";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004521";"4";"ETAPE (RUE DE L')";"0";"N/A";"4";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"9";"1";"30"
"202100004522";"7";"PONT DE SAINT COME BLD PERIPHERIQUE";"0";"N/A";"3";"5";"0";"1";"15";"0";"1";"";" -1";"2";"2";"1";"90"
"202100004523";"2";"LORIENT (DE)";"0";"N/A";"3";"6";"3";"1";"2";"150";"1";"";" -1";"1";"0";"1";"50"
"202100004524";"7";"VA007386 Fil d'Ariane A621";"0";"N/A";"3";"3";"0";"4";"1";"150";"3";"";" -1";"2";"0";"1";"70"
"202100004525";"4";"SIX JUIN (AVENUE DU - 11 IMPAIRS 8PAIRS)";"0";"N/A";"2";"0";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100004526";"4";"SALYENS ( AVENUE DES )";"0";"N/A";"2";"2";"0";"1";"0";"9";"1";"";" -1";"2";"0";"1";"50"
"202100004527";"7";"PONT DE VIVAUX (BOULEVARD)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100004528";"4";"ENDOUME (RUE D')";"0";"N/A";"2";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100004529";"3";"104 ( ROUTE DEPÃRTEMENTALE )";"0";"N/A";"2";"3";"0";"1";"47";"700";"1";"";" -1";"9";"0";"1";"80"
"202100004530";"3";"NAPOLEON (ROUTE)";"0";"N/A";"2";"2";"0";"2";"39";"839";"2";"";" -1";"1";"0";"3";"80"
"202100004531";"4";"LA PEROUSE QUAI";"0";"N/A";"1";"1";"0";"3";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"50"
"202100004532";"4";"BOULEVARD NEY";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004533";"4";"RUE D ORSEL";"0";"N/A";"1";"1";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100004534";"4";"BOULEVARD PEREIRE";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004535";"4";"RUE LECOURBE";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004536";"4";"PLACE DU GENERAL BEURET";"0";"N/A";"1";"0";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004537";"4";"AVENUE D ITALIE";"0";"N/A";"2";"4";"1";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004538";"4";"ROUTE DU CHAMP DE MANOEUVRES";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004539";"4";"BOULEVARD DIDEROT";"0";"N/A";"2";"0";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004540";"4";"AVENUE DE SAINT MANDE";"0";"N/A";"2";"4";"0";"2";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004541";"4";"RUE SAINT MAUR";"0";"N/A";"1";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"2";" -1";"5";"30"
"202100004542";"4";"PLACE DE L OPERA";"0";"N/A";"2";"6";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004543";"4";"RUE DE SAINT PETERSBOURG";"0";"N/A";"2";"3";"3";"2";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202100004544";"4";"RUE DE PONTHIEU";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100004545";"4";"QUAI D ORSAY";"0";"N/A";"2";"4";"0";"1";"0";"0";"1";"";" -1";"2";"0";"1";"30"
"202100004546";"4";"QUAI DE L HOTEL DE VILLE";"0";"N/A";"2";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202100004547";"4";"GENERAL DE GAULLE (AV DU)";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"5";"1";"30"
"202100004548";"3";"AV DES CANADIENS";"0";"N/A";"1";"1";"0";"2";"1";"0";"2";"";" -1";"2";"0";"1";"30"
"202100004549";"4";"KARL MARX (AV)";"0";"N/A";"2";"2";"0";"1";"0";"0";"4";"";" -1";"2";"0";"1";"50"
"202100004550";"3";"EMILE ZOLA (R)";"0";"N/A";"2";"4";"0";"1";"1";"0";"1";"";" -1";"2";"0";"1";"50"
"202100004551";"3";"BALLANGER (BD ROBERT)";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202100004552";"3";"LENINE (AVENUE) NÂ°2A34 ET 1A43";"0";"N/A";" -1";"4";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202100004553";"3";"JOHN F. KENNEDY (AVENUE)";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202100004554";"3";"MICHELET (AVE) : DU 1 AU 103";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202100004555";"3";"RESISTANCE (AVENUE DE LA)";"0";"N/A";"2";"1";"0";"1";"0";"0";"1";"";" -1";"2";"0";"1";"50"
"202100004556";"4";"BOBIGNY (AVENUE DE)";"0";"N/A";"2";"2";"1";"1";"0";"0";"2";"";" -1";"2";"0";"1";"50"
"202100004557";"3";"GENERAL DE GAULLE (AVENUE)";"0";"N/A";"2";"4";"0";"1";"1";"0";"1";"";" -1";"2";"0";"1";"50"
"202100004558";"4";"CARNOT (AVENUE) DU 1-2 AU 43-46";"0";"N/A";"1";"1";"0";"2";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202100004559";"4";"EUGENE MASSE RUE";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"2";"0";"1";"50"
"202100004560";"3";"FOCH (BOULEVARD)";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202100004561";"4";"WALLACE (BD RICHARD) DU 2 AU 28 ET DU 1";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"2";"9";"8";"30"
"202100004562";"3";"989";"0";"N/A";"1";"3";"1";"1";"0";"0";"1";"";" -1";"2";"0";"8";"30"
"202100004563";"3";"2";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"2";"9";"1";"30"
"202100004564";"3";"910";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"2";"9";"8";"50"
"202100004565";"3";"150";" -1";"N/A";"2";"2";"0";"1";"5";"300";"2";"";" -1";"2";"0";"1";"80"
"202100004566";"4";"N/A";" -1";"N/A";"2";"2";"0";"2";"(1)";"(1)";"2";"";"4";"1";"0";"1";"30"
"202100004567";"2";"2";" -1";"N/A";"4";"3";"3";"1";"120";"900";"1";"";" -1";"1";"0";"1";"80"
"202100004568";"3";"1201";" -1";"N/A";"2";"2";"0";"2";"24";"6";"2";"";" -1";"2";"0";"1";"80"
"202100004569";"3";"3";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";" -1";"1";"0";"3";" -1"
"202100004570";"3";"520";"0";"N/A";"2";"2";"0";"2";"38";"400";"2";"";" -1";"7";"0";"1";"70"
"202100004571";"3";"939";" -1";"N/A";"2";"2";"0";"1";"195";"760";"1";"";" -1";"2";"0";"1";"80"
"202100004572";"3";"306";"0";"D";"2";"2";"0";"1";"5";"450";"1";"";" -1";"1";"0";"1";"70"
"202100004573";"3";"2089";" -1";"N/A";"2";"2";"0";"2";"42";"500";"1";"";" -1";"2";"0";"1";"80"
"202100004574";"3";"455";"0";"N/A";"2";"2";"0";"2";"0";"100";"1";"";" -1";"2";"0";"1";"70"
"202100004575";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";"4";"1";"0";"1";"50"
"202100004576";"3";"5";" -1";"N/A";"2";"2";"0";"2";"16";"200";"2";"";" -1";"2";"0";"1";"80"
"202100004577";"3";"44";" -1";"N/A";"1";"1";"0";"1";"4";"600";"2";"";" -1";"2";"0";"1";"50"
"202100004578";"3";"474";" -1";"N/A";"2";"2";"0";"1";"41";"690";"1";"";" -1";"2";"0";"3";"80"
"202100004579";"3";"D434";" -1";"N/A";"2";"2";"0";"1";"24";"720";"3";"";" -1";"2";"0";"4";"50"
"202100004580";"2";"151";"0";"N/A";"2";"2";"0";"1";"1";"255";"1";"";" -1";"2";"0";"1";"50"
"202100004581";"3";"37";" -1";"N/A";"2";"2";"0";"1";"4";"(1)";"1";"";" -1";"2";"0";"1";"80"
"202100004582";"3";"89";" -1";"N/A";"2";"2";"0";"1";"9";"75";"1";"";" -1";"2";"0";"1";" -1"
"202100004583";"3";"1090";"0";"D";"2";"2";"0";"1";"13";"830";"1";"";" -1";"2";"0";"1";"80"
"202100004584";"3";"443";" -1";"N/A";"2";"2";"0";"1";"68";"900";"1";"";" -1";"2";"0";"3";"80"
"202100004585";"2";"151";" -1";"N/A";"3";"2";"0";"1";"82";"1006";"2";"";" -1";"1";"6";"6";"50"
"202100004586";"3";"39";"0";"D";"2";"2";"0";"2";"4";"400";"2";"";" -1";"2";"0";"1";"80"
"202100004587";"4";"N/A";" -1";"N/A";"2";"1";"0";"1";"(1)";"(1)";"3";"";"3";"1";"0";"3";"80"
"202100004588";"3";"24";" -1";"N/A";"2";"2";"0";"1";"22";"900";"2";"";" -1";"2";"0";"1";"80"
"202100004589";"7";"29";"0";"N/A";"2";"2";"0";"1";"3";"0";"2";"";" -1";"2";"0";"8";"80"
"202100004590";"1";"A65";" -1";"N/A";"1";"4";"0";"4";"140";"400";"1";"";" -1";"2";"0";"2";"110"
"202100004591";"3";"93";" -1";"N/A";"2";"2";"0";"1";"18";"0";"1";"";" -1";"2";"0";"3";"80"
"202100004592";"3";"2152";"0";"N/A";"2";"2";"0";"1";"80";"460";"1";"";" -1";"2";"0";"1";"50"
"202100004593";"3";"619";"0";"N/A";"2";"2";"0";"1";"51";"162";"1";"";" -1";"2";"0";"1";"90"
"202100004594";"3";"402";" -1";"N/A";"2";"2";"0";"2";"25";"509";"1";"";" -1";"2";"0";"1";"50"
"202100004595";"3";"114";" -1";"D";"2";"2";"0";"1";"0";"397";"1";"";" -1";"1";"9";"1";"50"
"202100004596";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"9";"(1)";"1";"";" -1";"1";"0";"1";"80"
"202100004597";"7";"6";" -1";"B";"2";"2";"0";"1";"0";"360";"1";"";" -1";"1";"0";"1";"50"
"202100004598";"3";"9";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"5";"1";"50"
"202100004599";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"9";"720";"3";"";" -1";"2";"0";"4";"50"
"202100004600";"3";"450";"0";"A";"2";"2";"0";"2";"1";"800";"2";"";" -1";"2";"0";"1";"80"
"202100004601";"3";"7";" -1";"N/A";"2";"1";"0";"4";"34";"400";"1";"";"3,5";"1";"0";"1";"50"
"202100004602";"3";"522";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"3";"80"
"202100004603";"3";"1075";" -1";"N/A";"2";"2";"1";"1";"76";"665";"1";"";"4";"1";"5";"5";"50"
"202100004604";"3";"28";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"2";"";" -1";"2";"0";"1";"80"
"202100004605";"3";"63";"0";"D";"2";"2";"0";"2";"24";"320";"1";"";" -1";"2";"0";"1";"80"
"202100004606";"3";"770";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004607";"7";"M941";" -1";"N/A";"2";"2";"2";"1";"(1)";"(1)";"1";"";" -1";"2";"6";"1";"30"
"202100004608";"1";"A51-Sens Marseille vers Aix en Provence";"0";"N/A";"1";"3";"0";"1";"2";"0";"1";"";" -1";"1";"0";"1";"90"
"202100004609";"1";"A50-Sens Aubagne vers Marseille";"0";"N/A";"1";"3";"0";"1";"10";"300";"1";"";" -1";"2";"0";"1";"90"
"202100004610";"1";"A50-Sens Marseille vers Aubagne";"0";"N/A";"1";"3";"0";"1";"9";"500";"1";"";" -1";"1";"0";"1";"90"
"202100004611";"1";"A50-Sens Marseille vers Aubagne";"0";"N/A";"1";"2";"0";"2";"13";"399";"3";"";" -1";"2";"0";"1";"90"
"202100004612";"1";"A502-Sens Aubagne vers Toulon par R.N.";"0";"N/A";"1";"1";"0";"2";"0";"200";"2";"";" -1";"1";"0";"2";"90"
"202100004613";"7";"RD383   3.750 A 7.640";"0";"N/A";"3";"8";"0";"1";"7";"199";"1";"";" -1";"1";"0";"1";"70"
"202100004614";"1";"A7   25.770 A 27.460";"0";"N/A";"1";"3";"0";"1";"27";"0";"2";"";" -1";"2";"0";"1";"110"
"202100004615";"1";"A7   10.992 A 13.970";"0";"N/A";"3";"6";"0";"1";"12";"675";"1";"";" -1";"2";"0";"1";"110"
"202100004616";"1";"A43   0.550 A 3.353";"0";"N/A";"3";"6";"0";"1";"2";"100";"1";"";" -1";"2";"0";"1";"70"
"202100004617";"1";"AUTOROUTE A 10";"0";"N/A";"3";"6";"0";"1";"542";"50";"1";"";" -1";"2";"3";"1";"90"
"202100004618";"1";"AUTOROUTE A 62";"0";"N/A";"3";"4";"0";"1";"7";"269";"1";"";" -1";"2";"0";"1";"130"
"202100004619";"1";"AUTOROUTE A 62";"0";"N/A";"3";"4";"0";"1";"2";"50";"1";"";" -1";"1";"0";"1";"130"
"202100004620";"2";"RN 104";"0";"N/A";"1";"3";"0";"1";"34";"299";"1";"";" -1";"2";"0";"1";"90"
"202100004621";"1";"AUTOROUTE A86";"0";"N/A";"3";"2";"0";"1";"51";"450";"1";"";" -1";"2";"1";"1";"70"
"202100004622";"1";"BRETELLE A10/RN20";"0";"N/A";"1";"1";"0";"1";"1";"399";"1";"";" -1";"2";"0";"1";"70"
"202100004623";"2";"385";"0";"N/A";"3";"2";"0";"2";"53";"500";"1";"";" -1";"2";"0";"1";"90"
"202100004624";"1";"AUTOROUTE A6";"0";"N/A";"2";"3";"0";"1";"18";"791";"1";"";" -1";"2";"0";"1";"110"
"202100004625";"1";"AUTOROUTE A86";"0";"N/A";"1";"1";"0";"2";"50";"779";"2";"";" -1";"2";"0";"1";"50"
"202100004626";"1";"AUTOROUTE A86";"0";"N/A";"1";"2";"0";"1";"51";"299";"1";"";" -1";"2";"1";"1";"50"
"202100004627";"1";"86";"0";"N/A";"3";"2";"0";"1";"53";"599";"1";"";" -1";"2";"0";"2";"90"
"202100004628";"1";"A12 W";"0";"N/A";"3";"2";"0";"3";"5";"740";"1";"";" -1";"2";"0";"1";"90"
"202100004629";"1";"A12 Y";"0";"N/A";"1";"4";"0";"1";"5";"160";"1";"";" -1";"2";"0";"1";"70"
"202100004630";"1";"86";"0";"N/A";"3";"5";"0";"1";"5";"500";"1";"";" -1";"2";"0";"1";"90"
"202100004631";"1";"86";"0";"N/A";"1";"3";"0";"1";"7";"0";"3";"";" -1";"2";"0";"1";"90"
"202100004632";"1";"AUTOROUTE A104";"0";"N/A";"3";"3";"0";"1";"4";"0";"1";"";" -1";"2";"0";"2";"90"
"202100004633";"1";"AUTOROUTE A3";"0";"N/A";"3";"3";"0";"1";"13";"0";"1";"";" -1";"2";"0";"1";"90"
"202100004634";"1";"AUTOROUTE A3";"0";"N/A";"3";"4";"0";"1";"1";"600";"1";"";" -1";"2";"1";"1";"90"
"202100004635";"1";"AUTOROUTE A1";"0";"N/A";"3";"6";"0";"1";"24";"0";"1";"";" -1";"2";"0";"1";"110"
"202100004636";"1";"AUTOROUTE A104";"0";"N/A";"3";"8";"0";"1";"1";"700";"1";"";" -1";"2";"0";"1";"110"
"202100004637";"1";"AUTOROUTE A1";"0";"N/A";"3";"4";"0";"1";"1";"500";"1";"";" -1";"1";"1";"1";"90"
"202100004638";"1";"AUTOROUTE A15";"0";"N/A";"3";"7";"0";"1";"22";"700";"1";"";" -1";"1";"0";"1";"90"
"202100004639";"1";"AUTOROUTE A104";"0";"N/A";"3";"8";"0";"1";"2";"900";"1";"";" -1";"2";"0";"1";"90"
"202100004640";"1";"AUTOROUTE A15";"0";"N/A";"3";"8";"0";"1";"11";"899";"1";"";" -1";"2";"0";"1";"110"
"202100004641";"3";"RD 170";"0";"N/A";"2";"2";"0";"1";"2";"700";"3";"";" -1";"2";"0";"1";"90"
"202100004642";"1";"A86 INT";"0";"N/A";"1";"3";"0";"1";"46";"0";"1";"";" -1";"2";"1";"1";"90"
"202100004643";"1";"A86.INT";"0";"N/A";" -1";"2";"0";"1";"33";"0";"1";"";" -1";"2";"0";"1";"90"
"202100004644";"2";"RN406.W";"0";"N/A";"3";"4";"0";"1";"3";"500";"4";"";" -1";"2";"0";"1";"90"
"202100004645";"1";"A4";"0";"N/A";"3";"8";"0";"2";"4";"699";"2";"";" -1";"2";"0";"1";"90"
"202100004646";"1";"A86 EXT";"0";"N/A";"3";"2";"0";"1";"39";"0";"1";"";" -1";"2";"3";"1";"70"
"202100004647";"1";"A4.Y";"0";"N/A";"1";"4";"0";"1";"20";"399";"1";"";" -1";"2";"0";"1";"110"
"202100004648";"3";"N/A";" -1";"N/A";"2";" -1";" -1";"1";"4";"525";"1";"";" -1";"1";"0";"1";"50"
"202100004649";"4";"FLEMING (RUE ALEXANDER)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100004650";"4";"JURA (RUE DU)";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202100004651";"4";"TRESUM (AVENUE DE)";"0";"N/A";"1";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100004652";"4";"RESISTANCE (RUE DE LA)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100004653";"3";"22";"0";"D";"2";"2";"0";"1";"34";"575";"3";"";" -1";"1";"0";"3";" -1"
"202100004654";"4";"DEBUSSY (RUE CLAUDE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"50"
"202100004655";"4";"N/A";" -1";"N/A";"2";"2";"3";"1";"(1)";"(1)";"1";"";"4";"1";"0";"6";"50"
"202100004656";"3";"VIEUX CHATEAU (RUE DU)";"0";"N/A";"2";"2";"0";"1";"0";"600";"1";"";" -1";"1";"0";"1";"50"
"202100004657";"3";"4";"0";"D";"2";"2";"0";"2";"(1)";"(1)";"4";"";" -1";"1";"0";"3";"80"
"202100004658";"7";"LIBERTE (BOULEVARD DE LA)";"0";"N/A";"3";"4";"0";"1";"(1)";"(1)";"2";"";" -1";"1";"0";"3";"50"
"202100004659";"4";"MEIRLANDT (AVENUE MAURICE)";"0";"N/A";"2";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"9";"0";"1";"50"
"202100004660";"3";"SAINT LEGER (RUE DU FAUBOURG)";"0";"N/A";"2";"2";"0";"1";"29";"82";"1";"";" -1";"2";"0";"1";"50"
"202100004661";"9";"PASTEUR (AVENUE)";"0";"N/A";" -1";"0";"0";"1";"0";"0";"1";"";" -1";"1";"9";"8";"30"
"202100004662";"4";"CUGNOT NICOLAS (BD)";"0";"N/A";"3";"4";"0";"1";"0";"0";"1";"";" -1";"2";"0";"1";"70"
"202100004663";"3";"MATIGNON (AV DES)";"0";"N/A";"2";"3";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100004664";"2";"tsoundzou-Kadjifouni ( rue )";"0";"N/A";" -1";"2";"0";"1";"0";"0";"2";"";" -1";"1";"0";"3";"50"
"202100004665";"4";"mamoudzou centre-Republique (Place )";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100004666";"4";"PETIT FRERE(CHEMIN)";"0";"N/A";"2";"2";"0";"2";"1";"0";"2";"";" -1";"1";"0";"1";"30"
"202100004667";"4";"CHANE PANE (CHEMIN)";"0";"N/A";" -1";"1";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100004668";"4";"DIGUE (ROUTE)";"0";"N/A";"2";"2";"3";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202100004669";"2";"JAURES (BOULEVARD JEAN)";"0";"N/A";" -1";"2";"1";"1";"(1)";"(1)";"2";"";" -1";"1";"0";"1";"30"
"202100004670";"2";"RN2 SENS STE SUZANNE ST BENOIT";"0";"N/A";"1";"2";"0";"1";"30";"0";"1";"";" -1";"1";"0";"1";"110"
"202100004671";"3";"BADUEL (ROUTE DE)";"0";"N/A";"2";"2";"0";"1";"4";"700";"1";"";" -1";"2";"0";"1";"50"
"202100004672";"4";"FELIX EBOUE (Rue)";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004673";"4";"MIRZA (ROND-POINT)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";" -1";"2";"0";"1";"50"
"202100004674";"4";"MANDELA  (BOULEVARD)";"0";"N/A";"1";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100004675";"3";"MONTABO (ROUTE DE) 2";"0";"N/A";"2";"1";"0";"1";"2";"50";"1";"";" -1";"1";"0";"1";"50"
"202100004676";"3";"MONTABO (ROUTE DE) 1";"0";"N/A";"2";"2";"0";"1";"2";"50";"1";"";" -1";"2";"0";"1";"50"
"202100004677";"3";"MONTABO (ROUTE DE) 2";"0";"N/A";"2";"2";"0";"1";"0";"800";"1";"";" -1";"1";"0";"1";"50"
"202100004678";"4";"GAMBETTA                            (CO)";"0";"N/A";"2";"2";"3";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004679";"4";"PAUL SANTY                          (AV)";"0";"N/A";"2";"2";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"4";"50"
"202100004680";"7";"YVES FARGE                          (BD)";"0";"N/A";"2";"2";"2";"1";"62";"900";"1";"";" -1";"1";"0";"1";"50"
"202100004681";"4";"TCHECOSLOVAQUES (DES)         (BD)";"0";"N/A";"1";"3";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100004682";"4";"CHARMETTES (DES)                    (R )";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004683";"4";"MARNE (BOULEVARD DE LA)";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100004684";"4";"CROIX ROUSSE (DE LA)                (BD)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004685";"4";"CROIX DE PIVORT (DE LA)             (CH)";"0";"N/A";"2";"2";"2";"2";"(1)";"(1)";"2";"";" -1";"2";"0";"1";"50"
"202100004686";"4";"BELLECOUR                           (PL)";"0";"N/A";"1";"2";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100004687";"4";"GEORGES CLEMENCEAU                  (QU)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004688";"4";"PIERANGELLI -COURS";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"1";"9";"1";"30"
"202100004689";"2";"TOUTES RUES";"0";"N/A";"1";"2";"0";"1";"1";"0";"1";"";" -1";"1";"9";"1";"50"
"202100004690";"4";"ARINELLA -CHEMIN DE L'";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202100004691";"9";"CENTRE HOSPITALIER";"0";"N/A";"3";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"9";"8";"30"
"202100004692";"3";"ACHILLE RENE BOISNEUF (RUE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100004693";"3";"ROUTE DE CHAZEAU";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"70"
"202100004694";"3";"FLAMBOYANTS ( ALLEE DES )";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202100004695";"3";"ROUTE DU STILETTO";"0";"N/A";"2";"2";"0";"2";"1";"200";"1";"";" -1";"1";"0";"1";"50"
"202100004696";"2";"T21";"0";"N/A";"1";"3";"0";"1";"(1)";"0";"1";"";" -1";"2";"0";"1";"50"
"202100004697";"4";"RUE JEAN MOULIN";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004698";"4";"JAURES JEAN (RUE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202100004699";"3";"AVENUE DE LA DIVISION LECLERC";"0";"N/A";"2";"2";"0";"1";"3";"380";"1";"";" -1";"1";"0";"1";"50"
"202100004700";"3";"CORBEIL (ROUTE DE)";"0";"N/A";"1";"0";"0";"1";"0";"0";"2";"";" -1";"1";"0";"1";"50"
"202100004701";"3";"RUE DANIELE CASANOVA";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"2";"9";"1";"30"
"202100004702";"3";"AV SALVADOR ALLENDE";"0";"N/A";"2";"2";"1";"1";"0";"0";"1";"";" -1";"2";"0";"1";"50"
