place,catu,sexe,secu1,year_acc,victim_age,catv,obsm,motor,catr,circ,surf,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,lat,long,hour,nb_victim,nb_vehicules
10,3,2,8.0,2021,55.0,1.0,1.0,1.0,4,1.0,1.0,1.0,50.0,8,10,1,69,69386,2,1,0.0,6.0,45.7677673652,4.8423796892,9,2,1
1,1,1,2.0,2021,41.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,24,11,5,93,93048,2,3,0.0,3.0,48.8584469995,2.4625146389,21,2,2
10,3,1,0.0,2021,17.0,2.0,1.0,1.0,4,2.0,2.0,1.0,30.0,11,1,2,76,76540,2,3,1.0,6.0,49.4255271445,1.073525828,18,2,1
1,1,1,2.0,2021,24.0,1.0,2.0,1.0,3,3.0,1.0,6.0,50.0,9,6,1,64,64024,2,1,0.0,3.0,43.48092,-1.51283,19,2,2
1,1,2,1.0,2021,40.0,5.0,2.0,1.0,4,2.0,1.0,1.0,50.0,19,3,1,45,45302,2,1,0.0,2.0,47.935614,1.880996,13,2,2
1,1,1,8.0,2021,26.0,1.0,0.0,3.0,3,2.0,1.0,1.0,50.0,12,8,1,50,50129,2,2,0.0,1.0,49.62695,-1.63662,20,2,2
1,1,1,2.0,2021,19.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,26,9,1,92,92023,2,2,0.0,6.0,48.8140019357,2.2673222423,10,4,2
1,1,1,2.0,2021,20.0,1.0,2.0,1.0,4,2.0,2.0,1.0,30.0,14,9,1,75,75120,2,2,1.0,1.0,48.85279,2.406636,9,2,2
1,1,1,1.0,2021,22.0,5.0,2.0,1.0,3,2.0,1.0,1.0,50.0,31,12,5,95,95680,2,2,0.0,3.0,49.0011588338,2.3895692825,2,2,2
1,1,1,2.0,2021,55.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,20,7,1,53,53197,1,1,0.0,3.0,47.837682,-1.113846,18,2,2
1,1,1,1.0,2021,43.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,6,1,1,95,95500,1,1,0.0,2.0,49.0362595262,2.0951139775,12,2,2
10,3,2,0.0,2021,14.0,3.0,1.0,3.0,4,2.0,1.0,6.0,50.0,14,12,5,67,67482,2,8,0.0,6.0,48.59405,7.75769,18,2,1
10,3,1,0.0,2021,7.0,2.0,1.0,1.0,3,2.0,1.0,1.0,30.0,15,11,1,91,91021,2,4,0.0,6.0,48.58908,2.25243,8,2,1
1,1,1,1.0,2021,63.0,2.0,2.0,1.0,1,1.0,1.0,1.0,90.0,27,1,1,13,13211,1,1,0.0,2.0,43.292853,5.476315,8,2,2
1,1,1,2.0,2021,28.0,1.0,0.0,1.0,7,2.0,1.0,1.0,30.0,13,8,4,67,67447,2,1,0.0,7.0,48.60622,7.72942,21,1,1
1,1,2,1.0,2021,49.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,9,7,1,72,72181,1,1,0.0,3.0,47.96059,0.22409,14,2,2
1,1,1,2.0,2021,15.0,1.0,0.0,1.0,3,2.0,1.0,1.0,70.0,1,8,1,29,29039,1,1,0.0,7.0,47.878253,-3.856588,17,1,1
2,2,2,2.0,2021,20.0,1.0,0.0,1.0,3,2.0,2.0,3.0,90.0,25,7,1,41,41234,1,1,1.0,7.0,47.565038,1.132897,20,2,1
1,1,1,8.0,2021,33.0,2.0,0.0,1.0,3,2.0,2.0,1.0,80.0,15,2,3,54,54186,1,1,0.0,7.0,48.7423234918,6.2216091156,21,1,1
1,1,1,0.0,2021,42.0,2.0,0.0,1.0,4,2.0,1.0,3.0,80.0,24,9,1,46,46120,1,1,0.0,6.0,44.622579,1.245666,8,1,1
1,1,1,2.0,2021,42.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,5,9,1,52,52491,1,1,0.0,7.0,48.421967,5.309572,16,2,1
1,1,1,2.0,2021,30.0,1.0,0.0,1.0,4,2.0,1.0,1.0,50.0,22,10,1,34,34172,2,1,0.0,1.0,43.607657,3.830278,19,2,2
2,2,2,1.0,2021,58.0,2.0,2.0,1.0,3,2.0,7.0,1.0,80.0,13,2,1,1,1381,1,1,0.0,1.0,46.035867,5.150042,10,6,2
1,1,2,1.0,2021,19.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,28,9,2,25,25056,2,3,0.0,2.0,47.24646,6.00846,18,2,2
1,1,1,1.0,2021,69.0,2.0,2.0,2.0,3,2.0,1.0,1.0,90.0,18,11,3,49,49367,1,1,1.0,1.0,47.595977,-0.85556,20,2,2
1,1,2,1.0,2021,26.0,2.0,0.0,1.0,4,2.0,1.0,1.0,50.0,26,2,1,35,35238,2,1,0.0,6.0,48.10226,-1.65765,13,1,1
1,1,1,1.0,2021,22.0,2.0,0.0,1.0,4,1.0,1.0,4.0,50.0,12,9,2,54,54395,2,1,0.0,6.0,48.69195,6.16979,6,1,1
1,1,1,1.0,2021,72.0,2.0,2.0,1.0,3,2.0,5.0,1.0,70.0,16,1,1,91,91405,1,1,1.0,4.0,48.426794,2.469043,13,6,3
1,1,2,2.0,2021,45.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,12,12,1,34,34003,2,6,0.0,6.0,43.32674,3.48172,12,2,2
1,1,2,1.0,2021,27.0,2.0,0.0,1.0,3,2.0,2.0,1.0,50.0,4,11,1,11,11069,2,1,0.0,7.0,43.19214,2.33598,8,1,1
10,3,2,0.0,2021,47.0,2.0,1.0,1.0,4,2.0,1.0,1.0,30.0,13,1,1,67,67482,2,3,1.0,6.0,48.598651297,7.7107244636,14,2,1
10,3,1,0.0,2021,21.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,1,4,1,65,65440,2,1,0.0,6.0,43.224859,0.078669,7,2,1
4,2,2,1.0,2021,22.0,2.0,2.0,1.0,4,2.0,1.0,1.0,30.0,22,3,2,13,13209,2,1,0.0,1.0,43.238824,5.435868,17,3,2
10,3,1,0.0,2021,11.0,2.0,1.0,1.0,4,2.0,2.0,1.0,50.0,26,11,5,35,35238,2,3,1.0,6.0,48.10462,-1.649,19,2,1
1,1,2,1.0,2021,23.0,2.0,2.0,1.0,1,1.0,1.0,1.0,70.0,25,9,1,34,34253,1,1,1.0,2.0,43.8459738313,3.3096460103,12,3,2
10,3,2,0.0,2021,71.0,5.0,1.0,1.0,4,2.0,1.0,1.0,30.0,14,4,1,92,92024,2,1,0.0,6.0,48.90381,2.32024,14,2,1
1,1,1,2.0,2021,30.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,26,8,1,75,75108,2,3,0.0,3.0,48.867738,2.307691,19,2,2
10,3,2,0.0,2021,62.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,28,10,1,78,78642,2,3,0.0,6.0,48.987841,1.968966,9,2,1
1,1,1,1.0,2021,35.0,2.0,0.0,3.0,3,2.0,2.0,1.0,80.0,6,12,5,62,62397,1,1,1.0,2.0,50.867361,1.85702,18,2,2
1,1,2,1.0,2021,39.0,2.0,2.0,1.0,3,2.0,2.0,1.0,80.0,21,10,1,29,29077,1,3,1.0,3.0,48.6133,-4.429078,12,2,2
1,1,1,8.0,2021,65.0,2.0,2.0,3.0,4,2.0,1.0,1.0,50.0,31,7,5,13,13204,2,2,0.0,1.0,43.30292,5.40064,2,2,2
1,1,1,1.0,2021,31.0,2.0,0.0,1.0,3,2.0,1.0,3.0,70.0,28,6,2,69,69121,2,1,0.0,6.0,45.861721,4.690754,21,1,1
1,1,1,2.0,2021,30.0,1.0,2.0,1.0,7,2.0,1.0,1.0,30.0,10,6,5,67,67447,2,1,0.0,2.0,48.6020342722,7.7454029024,23,2,2
1,1,1,1.0,2021,27.0,5.0,0.0,1.0,2,2.0,2.0,8.0,80.0,31,10,3,32,32208,1,1,1.0,6.0,43.916699,0.628077,2,2,1
3,2,2,1.0,2021,18.0,2.0,0.0,1.0,1,3.0,1.0,2.0,110.0,25,9,3,38,38544,1,1,0.0,6.0,45.5439548581,4.8425352573,4,2,1
1,1,2,2.0,2021,30.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,30,9,1,4,4039,1,1,0.0,7.0,43.844099,6.541758,13,1,1
4,2,1,1.0,2021,5.0,2.0,2.0,1.0,4,2.0,1.0,1.0,30.0,1,10,1,37,37261,2,2,0.0,3.0,47.3683312815,0.7102780381,7,3,2
1,1,1,2.0,2021,35.0,1.0,0.0,5.0,4,2.0,2.0,1.0,50.0,17,11,1,92,92024,2,1,0.0,3.0,48.9037080761,2.3191991491,9,2,2
10,3,2,0.0,2021,72.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,23,6,1,72,72154,2,1,0.0,6.0,47.703596,-0.092628,14,3,1
10,3,2,0.0,2021,94.0,5.0,1.0,1.0,4,2.0,2.0,6.0,30.0,18,5,1,78,78551,2,1,0.0,6.0,48.89749,2.09482,17,2,1
1,1,1,2.0,2021,41.0,1.0,2.0,5.0,3,2.0,1.0,1.0,80.0,28,2,1,60,60666,1,9,0.0,3.0,49.103473,2.68899,11,2,2
1,1,1,1.0,2021,32.0,2.0,0.0,1.0,1,3.0,1.0,1.0,70.0,16,3,3,95,95252,1,1,0.0,7.0,48.9869656245,2.2093247281,21,1,1
1,1,1,1.0,2021,88.0,2.0,0.0,1.0,3,2.0,7.0,3.0,80.0,18,12,1,37,37035,1,4,0.0,6.0,46.9982911289,0.3183135018,8,1,1
1,1,1,2.0,2021,53.0,1.0,0.0,3.0,7,2.0,1.0,3.0,70.0,11,5,1,13,13009,1,1,0.0,7.0,43.623153,5.20503,19,3,2
1,1,1,8.0,2021,71.0,2.0,0.0,2.0,1,3.0,1.0,1.0,130.0,14,3,1,28,28041,1,1,0.0,6.0,48.301767,1.293554,16,2,1
1,1,2,2.0,2021,75.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,30,11,1,83,83069,1,1,0.0,3.0,43.11798,6.14961,11,2,2
10,3,1,0.0,2021,11.0,2.0,1.0,2.0,4,1.0,1.0,1.0,30.0,21,9,1,93,93048,2,1,0.0,6.0,48.86333,2.45011,16,2,1
10,3,2,0.0,2021,67.0,4.0,1.0,1.0,3,3.0,1.0,1.0,50.0,13,10,1,94,94028,2,2,0.0,6.0,48.79357,2.46127,18,2,1
1,1,1,2.0,2021,17.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,23,6,1,55,55545,2,3,0.0,3.0,49.149145,5.393031,7,2,2
1,1,2,2.0,2021,23.0,6.0,0.0,1.0,3,2.0,1.0,1.0,50.0,29,3,1,93,93073,2,1,0.0,7.0,48.96725,2.56774,18,1,1
10,3,2,0.0,2021,39.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,31,7,5,60,60141,2,1,0.0,6.0,49.187075,2.461227,0,2,1
1,1,1,2.0,2021,35.0,1.0,0.0,1.0,4,2.0,2.0,1.0,30.0,29,12,1,75,75105,2,7,0.0,7.0,48.844319,2.364921,11,1,1
1,1,1,2.0,2021,41.0,1.0,2.0,1.0,1,3.0,1.0,1.0,90.0,11,6,1,92,92078,1,1,0.0,5.0,48.9283084303,2.3316245851,18,3,3
10,3,1,0.0,2021,12.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,7,1,1,93,93053,2,1,0.0,6.0,48.8869,2.46989,14,2,1
1,1,2,1.0,2021,22.0,2.0,2.0,1.0,1,3.0,2.0,1.0,130.0,10,9,1,89,89013,1,1,1.0,3.0,47.864515,3.511033,18,2,2
10,3,1,0.0,2021,10.0,2.0,1.0,1.0,4,3.0,2.0,6.0,50.0,1,10,1,92,92050,2,1,1.0,6.0,48.8932147497,2.2128653526,16,3,1
1,1,1,2.0,2021,17.0,1.0,2.0,1.0,4,2.0,2.0,1.0,30.0,14,11,5,75,75120,2,2,0.0,3.0,48.852316,2.40399,18,2,2
1,1,2,1.0,2021,45.0,2.0,2.0,1.0,1,1.0,1.0,1.0,70.0,21,2,1,13,13055,1,1,0.0,4.0,43.329971,5.402894,12,5,5
1,1,1,2.0,2021,21.0,1.0,2.0,1.0,4,1.0,1.0,1.0,30.0,3,11,1,92,92025,2,2,0.0,3.0,48.913205,2.239166,13,2,2
1,1,1,2.0,2021,57.0,1.0,2.0,1.0,7,1.0,1.0,1.0,30.0,13,1,1,59,59378,2,3,0.0,3.0,50.676849,3.091312,8,2,2
10,3,1,0.0,2021,65.0,2.0,1.0,1.0,4,2.0,2.0,1.0,50.0,4,12,1,13,13214,2,3,1.0,6.0,43.32648,5.37447,14,4,1
10,3,1,0.0,2021,2.0,2.0,1.0,1.0,4,1.0,1.0,1.0,50.0,4,6,1,54,54547,2,1,0.0,6.0,48.6591,6.18109,17,3,1
10,3,2,0.0,2021,38.0,2.0,1.0,1.0,4,2.0,1.0,6.0,30.0,5,3,1,94,94081,2,1,0.0,3.0,48.79752,2.37995,16,2,1
1,1,1,8.0,2021,25.0,1.0,1.0,5.0,4,1.0,1.0,1.0,50.0,6,7,1,75,75113,2,3,0.0,6.0,48.834364,2.353556,16,2,1
1,1,1,4.0,2021,64.0,1.0,2.0,5.0,3,1.0,1.0,1.0,80.0,19,10,5,26,26252,1,6,0.0,3.0,44.8578869,4.871865,6,2,2
1,1,1,2.0,2021,17.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,14,9,1,64,64024,2,1,0.0,3.0,43.49235,-1.52231,11,2,2
1,1,1,1.0,2021,61.0,3.0,0.0,1.0,3,2.0,1.0,3.0,80.0,27,9,1,88,88417,1,1,0.0,7.0,48.323301,6.638532,7,17,1
2,2,2,1.0,2021,85.0,2.0,2.0,1.0,3,2.0,2.0,1.0,50.0,29,12,2,92,92048,2,2,1.0,3.0,48.80655,2.23588,16,3,2
2,2,2,2.0,2021,32.0,1.0,0.0,3.0,4,2.0,2.0,1.0,50.0,22,5,1,75,75101,2,7,1.0,7.0,48.868317,2.330286,13,2,1
1,1,1,2.0,2021,21.0,1.0,0.0,5.0,4,2.0,1.0,3.0,50.0,25,3,1,52,52449,1,1,0.0,6.0,47.835795,5.322329,16,1,1
1,1,2,8.0,2021,56.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,29,3,1,72,72181,2,6,0.0,3.0,48.00775,0.19883,16,2,2
1,1,1,2.0,2021,36.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,1,10,1,26,26362,2,1,0.0,3.0,44.91309,4.898001,16,2,2
1,1,1,1.0,2021,57.0,2.0,2.0,1.0,7,2.0,1.0,1.0,50.0,24,6,1,83,83144,2,2,0.0,3.0,43.1429921528,5.9879994392,7,2,2
1,1,1,1.0,2021,50.0,2.0,0.0,1.0,3,2.0,7.0,3.0,80.0,25,1,3,28,28276,1,1,0.0,6.0,48.271483,1.899304,3,1,1
10,3,2,0.0,2021,44.0,2.0,1.0,1.0,7,2.0,1.0,8.0,50.0,30,7,1,13,13016,2,9,0.0,1.0,43.397132,5.591375,11,2,1
1,1,2,1.0,2021,31.0,2.0,2.0,1.0,4,3.0,1.0,1.0,50.0,28,7,1,45,45284,2,1,0.0,1.0,47.92378,1.99143,13,2,2
2,2,1,1.0,2021,21.0,2.0,2.0,1.0,7,1.0,1.0,8.0,50.0,20,3,5,69,69199,1,1,0.0,1.0,45.7051029566,4.8437894806,23,3,2
1,1,1,1.0,2021,19.0,2.0,0.0,1.0,4,2.0,1.0,8.0,50.0,8,1,4,63,63113,2,1,0.0,6.0,45.79518,3.0768,20,1,1
1,1,2,1.0,2021,23.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,25,6,1,10,10387,2,3,0.0,2.0,48.281279,4.080001,15,2,2
1,1,1,8.0,2021,30.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,23,11,5,31,31555,2,1,0.0,4.0,43.6639167304,1.4325664937,17,3,3
1,1,1,8.0,2021,29.0,2.0,0.0,1.0,3,2.0,2.0,3.0,80.0,4,8,2,69,69035,1,1,1.0,6.0,46.274657,4.67773,20,1,1
1,1,1,2.0,2021,47.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,29,6,1,22,22113,2,6,0.0,3.0,48.74641,-3.46665,14,2,2
10,3,1,0.0,2021,56.0,2.0,1.0,1.0,4,2.0,1.0,8.0,10.0,31,3,1,23,23096,2,9,0.0,6.0,46.1659,1.888,11,2,1
1,1,1,1.0,2021,23.0,2.0,0.0,1.0,1,3.0,1.0,1.0,130.0,14,9,1,33,33366,1,1,0.0,6.0,44.987164,-0.427497,8,1,1
2,2,1,8.0,2021,22.0,2.0,0.0,1.0,3,2.0,9.0,8.0,90.0,12,12,3,34,34289,1,1,0.0,6.0,43.396025,3.412167,3,3,1
2,2,2,1.0,2021,86.0,2.0,2.0,1.0,7,3.0,2.0,1.0,70.0,30,1,2,69,69199,2,1,0.0,5.0,45.70651,4.84394,8,9,4
10,3,1,0.0,2021,8.0,2.0,1.0,1.0,4,2.0,1.0,1.0,30.0,20,2,1,13,13001,2,1,0.0,1.0,43.53198,5.45083,10,2,1
10,3,1,0.0,2021,54.0,2.0,1.0,1.0,3,2.0,1.0,1.0,80.0,3,12,1,68,68155,1,1,0.0,6.0,48.105124,7.301145,11,2,1
1,1,1,2.0,2021,32.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,18,10,2,75,75104,2,2,0.0,3.0,48.854369,2.354971,18,2,2
10,3,1,0.0,2021,23.0,3.0,1.0,3.0,4,2.0,1.0,3.0,50.0,30,7,1,67,67482,2,1,0.0,6.0,48.5963,7.75932,9,2,1
1,1,1,1.0,2021,34.0,2.0,2.0,2.0,4,2.0,1.0,1.0,30.0,4,9,2,5,5061,2,1,0.0,1.0,44.57217,6.09756,6,2,2
1,1,1,2.0,2021,20.0,6.0,2.0,1.0,4,2.0,1.0,1.0,50.0,1,7,1,31,31247,2,1,0.0,3.0,43.082404,0.677937,15,2,2
1,1,1,1.0,2021,23.0,2.0,0.0,1.0,3,2.0,2.0,8.0,80.0,1,12,1,17,17477,1,1,0.0,6.0,45.975828,-0.159484,8,1,1
1,1,1,2.0,2021,32.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,20,5,1,37,37261,2,3,0.0,6.0,47.3869769068,0.6981499717,10,2,2
1,1,2,1.0,2021,83.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,15,8,1,66,66106,1,3,0.0,3.0,42.500926,2.821147,12,6,2
1,1,1,2.0,2021,47.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,21,7,1,38,38153,1,1,0.0,1.0,45.203449,5.633497,19,2,2
1,1,1,2.0,2021,36.0,1.0,0.0,1.0,7,2.0,1.0,1.0,50.0,29,4,5,63,63075,2,1,0.0,6.0,45.7714,3.05709,0,1,1
10,3,2,0.0,2021,54.0,2.0,1.0,1.0,7,1.0,1.0,1.0,50.0,26,2,1,54,54395,2,2,0.0,6.0,48.690031713,6.1718102172,12,2,1
1,1,1,2.0,2021,17.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,15,3,1,8,8105,2,1,0.0,3.0,49.77541,4.724361,7,2,2
1,1,1,2.0,2021,55.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,29,4,5,974,97416,2,1,0.0,1.0,-21.2975,55.4521,18,2,2
1,1,1,1.0,2021,36.0,2.0,2.0,1.0,3,2.0,2.0,1.0,50.0,25,12,1,91,91345,2,2,1.0,3.0,48.68258,2.31101,15,2,2
1,1,1,2.0,2021,36.0,1.0,0.0,1.0,1,3.0,1.0,1.0,90.0,3,11,3,92,92050,1,1,0.0,7.0,48.907055,2.212029,18,1,1
1,1,2,8.0,2021,21.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,1,2,1,75,75111,2,3,0.0,3.0,48.86066,2.378345,12,2,2
1,1,1,1.0,2021,21.0,2.0,2.0,1.0,3,2.0,2.0,1.0,80.0,28,4,1,9,9217,1,1,1.0,1.0,42.802108,1.589456,17,2,2
1,1,1,2.0,2021,18.0,1.0,0.0,1.0,4,2.0,9.0,1.0,50.0,1,8,2,56,56162,1,1,0.0,7.0,47.75729,-3.41048,22,1,1
1,1,2,1.0,2021,28.0,2.0,2.0,1.0,3,3.0,1.0,1.0,70.0,13,8,1,95,95277,1,1,0.0,2.0,48.96447,2.46936,11,2,2
1,1,1,8.0,2021,47.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,15,3,1,13,13213,2,3,0.0,3.0,43.3504,5.44306,11,2,2
1,1,1,8.0,2021,35.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,21,2,2,24,24308,1,1,0.0,1.0,45.346434,0.882592,7,2,2
10,3,1,8.0,2021,16.0,2.0,1.0,1.0,4,1.0,1.0,1.0,50.0,7,5,1,93,93007,2,1,0.0,6.0,48.9281,2.47619,15,2,1
10,3,2,0.0,2021,48.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,10,2,1,93,93050,2,3,0.0,6.0,48.87088,2.53325,17,2,1
1,1,1,2.0,2021,58.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,8,10,1,18,18159,1,2,0.0,3.0,47.317774,2.147779,17,2,2
1,1,1,1.0,2021,34.0,4.0,2.0,1.0,3,2.0,1.0,1.0,80.0,18,5,1,60,60138,1,1,0.0,2.0,49.225025,2.615443,8,2,2
10,3,1,0.0,2021,7.0,2.0,1.0,2.0,4,2.0,1.0,1.0,30.0,6,7,1,92,92004,2,1,0.0,6.0,48.9301536114,2.2750543803,19,2,1
1,1,1,2.0,2021,51.0,1.0,2.0,1.0,4,1.0,1.0,1.0,30.0,30,9,1,75,75117,2,2,0.0,3.0,48.888938,2.317969,13,3,2
1,1,1,8.0,2021,21.0,1.0,2.0,1.0,7,3.0,1.0,1.0,50.0,5,6,1,45,45302,2,1,0.0,3.0,47.94552,1.89229,16,2,2
1,1,1,2.0,2021,16.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,29,1,1,19,19031,2,1,0.0,2.0,45.15978,1.52333,17,2,2
1,1,1,1.0,2021,20.0,2.0,0.0,1.0,1,3.0,1.0,1.0,130.0,28,7,1,60,60494,1,1,0.0,6.0,49.1151978773,2.5544916841,17,2,1
2,2,2,1.0,2021,46.0,2.0,0.0,1.0,1,3.0,2.0,1.0,130.0,29,12,3,27,27188,1,1,0.0,2.0,49.291091,1.123604,18,7,2
1,1,1,1.0,2021,24.0,2.0,0.0,1.0,4,1.0,1.0,1.0,50.0,4,6,1,29,29019,2,6,0.0,3.0,48.41444,-4.46841,19,2,2
1,1,1,2.0,2021,28.0,1.0,2.0,1.0,1,1.0,1.0,1.0,70.0,17,11,1,13,13055,1,1,0.0,2.0,43.3095335648,5.4248671532,8,2,2
10,3,1,0.0,2021,67.0,1.0,1.0,1.0,4,1.0,1.0,1.0,50.0,5,5,1,62,62427,2,1,0.0,6.0,50.423045,2.937721,8,2,1
1,1,1,1.0,2021,82.0,2.0,2.0,1.0,3,2.0,1.0,1.0,90.0,5,9,1,79,79123,1,2,1.0,3.0,46.734145,-0.66991,17,4,2
1,1,1,2.0,2021,59.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,18,9,1,50,50516,2,1,0.0,3.0,48.675519,-1.329133,17,2,2
1,1,1,2.0,2021,38.0,1.0,2.0,1.0,3,2.0,2.0,1.0,50.0,25,5,1,93,93064,2,3,1.0,3.0,48.878302,2.479143,12,2,2
1,1,1,2.0,2021,30.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,5,9,1,75,75117,2,2,0.0,3.0,48.889685,2.3217,14,2,2
3,2,1,1.0,2021,22.0,2.0,9.0,1.0,2,1.0,2.0,1.0,70.0,7,2,1,91,91521,1,1,1.0,6.0,48.627,2.4,12,2,1
1,1,1,2.0,2021,76.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,20,6,1,70,70037,2,4,0.0,3.0,47.532806,5.695735,13,2,2
1,1,1,2.0,2021,30.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,6,9,1,75,75115,2,2,0.0,3.0,48.83458,2.266937,13,2,2
1,1,1,1.0,2021,95.0,2.0,0.0,1.0,4,2.0,1.0,1.0,50.0,20,7,1,69,69259,2,1,0.0,6.0,45.7090175671,4.882478714,9,1,1
4,2,1,8.0,2021,26.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,9,10,3,94,94069,1,1,0.0,4.0,48.81705,2.44352,4,5,4
10,3,1,0.0,2021,36.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,31,3,1,33,33187,2,9,0.0,6.0,44.584792,-0.086383,18,2,1
1,1,1,1.0,2021,39.0,2.0,0.0,1.0,1,3.0,1.0,1.0,130.0,22,7,1,33,33474,1,1,0.0,6.0,44.678605,-0.48571,7,1,1
10,3,1,0.0,2021,10.0,2.0,1.0,1.0,3,3.0,1.0,1.0,50.0,9,9,1,93,93010,2,1,0.0,6.0,48.907108,2.48925,8,2,1
1,1,1,2.0,2021,28.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,13,6,1,13,13208,2,3,0.0,3.0,43.24199,5.36729,19,2,2
1,1,1,1.0,2021,21.0,2.0,0.0,1.0,4,2.0,1.0,1.0,50.0,23,7,5,25,25056,2,1,0.0,3.0,47.271477,6.006482,22,5,2
1,1,1,2.0,2021,16.0,1.0,2.0,1.0,2,2.0,1.0,1.0,50.0,14,10,1,84,84087,2,1,0.0,3.0,44.132834,4.813811,12,2,2
10,3,1,0.0,2021,56.0,2.0,1.0,1.0,7,2.0,2.0,1.0,50.0,2,10,1,35,35196,2,3,1.0,6.0,48.072613,-1.848793,9,2,1
1,1,1,2.0,2021,49.0,1.0,0.0,5.0,4,2.0,1.0,1.0,50.0,26,2,1,92,92050,2,1,0.0,3.0,48.8959327163,2.198449947,8,2,2
1,1,2,1.0,2021,40.0,2.0,2.0,1.0,7,2.0,1.0,1.0,70.0,9,9,1,13,13047,1,1,0.0,2.0,43.54711,4.97264,8,2,2
1,1,1,2.0,2021,28.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,31,8,1,83,83137,2,1,0.0,2.0,43.12736,5.96247,17,2,2
1,1,2,1.0,2021,49.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,5,9,2,94,94033,1,1,0.0,4.0,48.8612242569,2.4841007475,19,3,3
1,1,1,0.0,2021,29.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,1,2,1,987,98753,2,1,0.0,2.0,-23.371731,-149.481316,18,2,2
1,1,2,1.0,2021,25.0,2.0,2.0,1.0,4,1.0,1.0,1.0,70.0,31,5,1,75,75114,2,1,0.0,2.0,48.824292,2.30637,9,2,2
1,1,2,1.0,2021,21.0,2.0,2.0,1.0,4,1.0,1.0,1.0,50.0,28,3,1,13,13117,2,3,0.0,3.0,43.4230244821,5.2554774284,16,3,2
1,1,2,8.0,2021,34.0,2.0,2.0,1.0,7,1.0,1.0,1.0,50.0,4,6,1,69,69389,1,1,0.0,3.0,45.7859278469,4.8038258514,18,2,2
1,1,2,1.0,2021,32.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,22,10,1,54,54115,1,1,0.0,3.0,48.69447,6.1046,10,2,2
10,3,1,0.0,2021,4.0,5.0,1.0,1.0,4,2.0,1.0,4.0,50.0,27,8,1,49,49007,2,1,0.0,6.0,47.448,-0.5657,17,2,1
1,1,1,2.0,2021,64.0,1.0,0.0,1.0,3,2.0,1.0,3.0,90.0,17,6,1,15,15045,1,1,0.0,6.0,44.844183,3.004989,11,1,1
4,2,1,1.0,2021,24.0,2.0,2.0,1.0,4,2.0,2.0,1.0,50.0,26,9,5,69,69386,2,2,0.0,3.0,45.77247,4.8431,5,7,2
1,1,1,1.0,2021,34.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,13,9,5,27,27681,2,2,0.0,3.0,49.08506,1.49876,22,2,2
